time,open,high,low,close,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),Bullish Directional Shift,Bearish Directional Shift,Fast EMA,Slow EMA,Trend EMA,Long Signal,Short Signal,Bars In Trade
2026-09-23T03:24:00-04:00,4325.86,4326.48,4325.85,4326.21,4325.86,4326.48,4325.85,4326.21,0,0,4326.410114728562,4326.975968284141,4331.736147630045,0,0,
2026-09-23T03:25:00-04:00,4326.17,4326.27,4324.2,4324.61,4326.17,4326.27,4324.2,4324.61,0,0,4325.810076485708,4326.637972814979,4331.595035795786,0,0,
2026-09-23T03:26:00-04:00,4324.48,4324.58,4323.04,4323.04,4324.48,4324.58,4323.04,4323.04,0,0,4324.886717657138,4326.123976698553,4331.425629146364,0,0,
2026-09-23T03:27:00-04:00,4323.05,4323.97,4322.23,4323.92,4323.05,4323.97,4322.23,4323.92,0,0,4324.564478438092,4325.809122884474,4331.277002826634,0,0,
2026-09-23T03:28:00-04:00,4323.92,4325.35,4323.63,4324.19,4323.92,4325.35,4323.63,4324.19,0,0,4324.4396522920615,4325.577819615263,4331.1366661369975,0,0,
2026-09-23T03:29:00-04:00,4324.18,4324.79,4323.57,4323.87,4324.18,4324.79,4323.57,4323.87,0,0,4324.249768194708,4325.333845384512,4330.992771758047,0,0,
2026-09-23T03:30:00-04:00,4323.87,4324.94,4321.78,4323.15,4323.87,4324.94,4321.78,4323.15,0,0,4323.883178796472,4325.021867472438,4330.837469346996,0,0,
2026-09-23T03:31:00-04:00,4323.21,4324.19,4321.96,4322.27,4323.21,4324.19,4321.96,4322.27,0,0,4323.345452530982,4324.628743547804,4330.66781648864,0,0,
2026-09-23T03:32:00-04:00,4322.21,4322.67,4321.33,4322.25,4322.21,4322.67,4321.33,4322.25,0,0,4322.980301687321,4324.2889230409755,4330.501127053221,0,0,
2026-09-23T03:33:00-04:00,4322.25,4322.44,4320.2,4320.23,4322.25,4322.44,4320.2,4320.23,0,0,4322.063534458214,4323.709076892264,4330.297738398702,0,0,
2026-09-23T03:34:00-04:00,4320.24,4321.32,4320.24,4320.63,4320.24,4321.32,4320.24,4320.63,0,0,4321.5856896388095,4323.269208764798,4330.106298034371,0,0,
2026-09-23T03:35:00-04:00,4320.69,4320.94,4319.61,4319.68,4320.69,4320.94,4319.61,4319.68,0,0,4320.950459759207,4322.756464655541,4329.8998366871565,0,0,
2026-09-23T03:36:00-04:00,4319.63,4320.28,4319.53,4319.75,4319.63,4320.28,4319.53,4319.75,0,0,4320.5503065061375,4322.32696970475,4329.698849822064,0,0,
2026-09-23T03:37:00-04:00,4319.76,4323.12,4319.75,4323.09,4319.76,4323.12,4319.75,4323.09,0,0,4321.396871004092,4322.435974032643,4329.567981508756,0,0,
2026-09-23T03:38:00-04:00,4323.06,4323.12,4322.51,4322.94,4323.06,4323.12,4322.51,4322.94,0,0,4321.911247336061,4322.507977742265,4329.436734350167,0,0,
2026-09-23T03:39:00-04:00,4322.95,4323.32,4321.9,4322.05,4322.95,4323.32,4321.9,4322.05,0,0,4321.957498224041,4322.442552350513,4329.290462382837,0,0,
2026-09-23T03:40:00-04:00,4322.04,4322.49,4321.55,4321.93,4322.04,4322.49,4321.55,4321.93,0,0,4321.948332149361,4322.369330586154,4329.144710652484,0,0,
2026-09-23T03:41:00-04:00,4321.94,4322.32,4320.73,4321.72,4321.94,4322.32,4320.73,4321.72,0,0,4321.872221432907,4322.276569073847,4328.997686679168,0,0,
2026-09-23T03:42:00-04:00,4321.72,4322.41,4321.47,4322.41,4321.72,4322.41,4321.47,4322.41,0,0,4322.0514809552715,4322.295630634726,4328.867237437996,0,0,
2026-09-23T03:43:00-04:00,4322.35,4323.15,4321.96,4323.13,4322.35,4323.15,4321.96,4323.13,0,0,4322.410987303514,4322.414826258337,4328.753628775858,0,0,
2026-09-23T03:44:00-04:00,4323.13,4323.54,4321.31,4322.48,4323.13,4323.54,4321.31,4322.48,0,0,4322.433991535676,4322.42413679286,4328.629398503068,0,0,
2026-09-23T03:45:00-04:00,4322.49,4323.1,4322.24,4322.92,4322.49,4323.1,4322.24,4322.92,0,0,4322.595994357117,4322.49497439388,4328.516341106968,0,0,
2026-09-23T03:46:00-04:00,4322.91,4322.93,4322.17,4322.17,4322.91,4322.93,4322.17,4322.17,0,0,4322.453996238078,4322.4485494804685,4328.390670986038,0,0,
2026-09-23T03:47:00-04:00,4322.17,4322.48,4321.32,4321.64,4322.17,4322.48,4321.32,4321.64,0,0,4322.182664158719,4322.33304241183,4328.256994332849,0,0,
2026-09-23T03:48:00-04:00,4321.62,4322.1,4320.88,4321.73,4321.62,4322.1,4320.88,4321.73,0,0,4322.031776105812,4322.246893495854,4328.127746920317,0,0,
2026-09-23T03:49:00-04:00,4321.73,4322.99,4321.72,4322.89,4321.73,4322.99,4321.72,4322.89,0,0,4322.317850737209,4322.338765853589,4328.024029159518,0,0,
2026-09-23T03:50:00-04:00,4322.89,4323.71,4322.81,4323.44,4322.89,4323.71,4322.81,4323.44,0,0,4322.691900491473,4322.496085017362,4327.933256304875,0,0,
2026-09-23T03:51:00-04:00,4323.44,4324.97,4323.3,4324.72,4323.44,4324.97,4323.3,4324.72,1,0,4323.367933660982,4322.813787157739,4327.869627467155,0,0,
2026-09-23T03:52:00-04:00,4324.7,4324.89,4323.72,4323.85,4324.7,4324.89,4323.72,4323.85,0,0,4323.5286224406545,4322.961817563776,4327.790030883647,0,0,
2026-09-23T03:53:00-04:00,4323.86,4324.23,4322.65,4322.84,4323.86,4324.23,4322.65,4322.84,0,1,4323.299081627103,4322.944415054665,4327.692010470109,0,0,
2026-09-23T03:54:00-04:00,4322.85,4323.01,4321.67,4322.24,4322.85,4323.01,4321.67,4322.24,0,0,4322.946054418068,4322.84378433257,4327.584049866741,0,0,
2026-09-23T03:55:00-04:00,4322.24,4323.46,4321.96,4322.82,4322.24,4323.46,4321.96,4322.82,0,0,4322.904036278712,4322.840386570774,4327.489712245618,0,0,
2026-09-23T03:56:00-04:00,4322.82,4325.53,4322.47,4324.95,4322.82,4325.53,4322.47,4324.95,1,0,4323.586024185808,4323.141759917807,4327.439420914021,0,0,
2026-09-23T03:57:00-04:00,4324.95,4325.23,4321.43,4321.99,4324.95,4325.23,4321.43,4321.99,0,1,4323.054016123872,4322.9772227866915,4327.331511588991,0,0,
2026-09-23T03:58:00-04:00,4321.98,4321.98,4319.77,4319.89,4321.98,4321.98,4319.77,4319.89,0,0,4321.999344082582,4322.5361909600215,4327.1841549238625,0,0,
2026-09-23T03:59:00-04:00,4319.9,4320.03,4319.02,4319.61,4319.9,4320.03,4319.02,4319.61,0,0,4321.202896055054,4322.118163680018,4327.034171658043,0,0,
2026-09-23T04:00:00-04:00,4319.57,4321.46,4319.37,4320.07,4319.57,4321.46,4319.37,4320.07,0,0,4320.825264036703,4321.825568868587,4326.896267268775,0,0,
2026-09-23T04:01:00-04:00,4320.07,4320.56,4318.49,4320.12,4320.07,4320.56,4318.49,4320.12,0,0,4320.590176024469,4321.581916173074,4326.762083758502,0,0,
2026-09-23T04:02:00-04:00,4320.12,4321.23,4319.91,4320.33,4320.12,4321.23,4319.91,4320.33,0,0,4320.503450682979,4321.403071005492,4326.634715763284,0,0,
2026-09-23T04:03:00-04:00,4320.29,4320.74,4319.35,4320.19,4320.29,4320.74,4319.35,4320.19,0,0,4320.398967121986,4321.229775147564,4326.507097629357,0,0,
2026-09-23T04:04:00-04:00,4320.19,4320.42,4319.3,4319.87,4320.19,4320.42,4319.3,4319.87,0,0,4320.222644747991,4321.035521555055,4326.375669953529,0,0,
2026-09-23T04:05:00-04:00,4319.88,4320.06,4318.58,4318.94,4319.88,4320.06,4318.58,4318.94,0,0,4319.79509649866,4320.736161332905,4326.22842896435,0,0,
2026-09-23T04:06:00-04:00,4318.96,4320.69,4318.35,4320.68,4318.96,4320.69,4318.35,4320.68,0,0,4320.09006433244,4320.728138285347,4326.118559083868,0,0,
2026-09-23T04:07:00-04:00,4320.68,4321.12,4319.7,4320.66,4320.68,4321.12,4319.7,4320.66,0,0,4320.280042888294,4320.718404244583,4326.01046880498,0,0,
2026-09-23T04:08:00-04:00,4320.65,4320.65,4319.19,4319.76,4320.65,4320.65,4319.19,4319.76,0,0,4320.106695258863,4320.5814893525,4325.886697145475,0,0,
