time,open,high,low,close,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),Bullish Directional Shift,Bearish Directional Shift,Fast EMA,Slow EMA,Trend EMA,Long Signal,Short Signal,Bars In Trade
2026-07-27T00:00:00-04:00,4091.04,4092.9,4087.07,4089.06,4091.04,4092.9,4087.07,4089.06,0,0,4091.7688049828466,4089.085594668252,4072.6957728115276,0,0,
2026-07-27T00:30:00-04:00,4089.08,4092.39,4089.08,4090.32,4089.08,4092.39,4089.08,4090.32,0,0,4091.2858699885646,4089.261938287073,4073.0447674093193,0,0,
2026-07-27T01:00:00-04:00,4090.33,4094.8,4086.21,4087.09,4090.33,4094.8,4086.21,4087.09,0,0,4089.8872466590433,4088.9516613889195,4073.3228908269566,0,0,
2026-07-27T01:30:00-04:00,4087.08,4093.69,4084.51,4093.22,4087.08,4093.69,4084.51,4093.22,0,0,4090.998164439362,4089.5614240476452,4073.716892988799,0,0,
2026-07-27T02:00:00-04:00,4093.22,4096.51,4091.32,4096.12,4093.22,4096.51,4091.32,4096.12,0,0,4092.7054429595746,4090.4983634694104,4074.1605188702088,0,0,
2026-07-27T02:30:00-04:00,4096.12,4099.32,4094.33,4096.17,4096.12,4099.32,4094.33,4096.17,0,0,4093.8602953063833,4091.3085972594945,4074.5963501797096,0,0,
2026-07-27T03:00:00-04:00,4095.93,4106.02,4095.93,4103.24,4095.93,4106.02,4095.93,4103.24,0,0,4096.986863537589,4093.013083365281,4075.16355116625,0,0,
2026-07-27T03:30:00-04:00,4103.25,4103.78,4088.55,4088.83,4103.25,4103.78,4088.55,4088.83,0,0,4094.267909025059,4092.4155000273836,4075.434173915433,0,0,
2026-07-27T04:00:00-04:00,4088.84,4093.16,4087.13,4090.94,4088.84,4093.16,4087.13,4090.94,0,0,4093.158606016706,4092.204714309186,4075.7412199765135,0,0,
2026-07-27T04:30:00-04:00,4090.92,4096.95,4087.46,4095.23,4090.92,4096.95,4087.46,4095.23,0,0,4093.849070677804,4092.6368979793024,4076.1271364126223,0,0,
2026-07-27T05:00:00-04:00,4095.23,4098.45,4091.19,4091.56,4095.23,4098.45,4091.19,4091.56,0,0,4093.086047118536,4092.4830554108307,4076.4327376717783,0,0,
2026-07-27T05:30:00-04:00,4091.57,4100.41,4090.59,4096.12,4091.57,4100.41,4090.59,4096.12,0,0,4094.097364745691,4093.002618923569,4076.822584450555,0,0,
2026-07-27T06:00:00-04:00,4096.12,4096.53,4086.56,4093.1,4096.12,4096.53,4086.56,4093.1,0,0,4093.7649098304605,4093.0165305059163,4077.14490951094,0,0,
2026-07-27T06:30:00-04:00,4093.1,4102.41,4093.03,4099.56,4093.1,4102.41,4093.03,4099.56,0,0,4095.6966065536403,4093.951311862214,4077.5887726889414,0,0,
2026-07-27T07:00:00-04:00,4099.61,4104.11,4097.01,4097.01,4099.61,4104.11,4097.01,4097.01,0,0,4096.134404369093,4094.388267310469,4077.973351447576,0,0,
2026-07-27T07:30:00-04:00,4097.03,4100.03,4093.71,4093.95,4097.03,4100.03,4093.71,4093.95,0,0,4095.4062695793955,4094.325657694688,4078.289720725842,0,0,
2026-07-27T08:00:00-04:00,4093.93,4097.72,4081.86,4086.79,4093.93,4097.72,4081.86,4086.79,0,1,4092.534179719597,4093.2491351668755,4078.4580430877068,0,0,
2026-07-27T08:30:00-04:00,4086.72,4089.08,4081.78,4083.76,4086.72,4089.08,4081.78,4083.76,0,0,4089.609453146398,4091.8935444287504,4078.563032333495,0,0,
2026-07-27T09:00:00-04:00,4083.75,4088.82,4076.05,4076.22,4083.75,4088.82,4076.05,4076.22,0,0,4085.146302097599,4089.6544666532145,4078.516635653624,0,0,
2026-07-27T09:30:00-04:00,4076.16,4089.52,4070.61,4074.22,4076.16,4089.52,4070.61,4074.22,0,0,4081.5042013983993,4087.4495428456125,4078.4315537594925,0,0,
2026-07-27T10:00:00-04:00,4074.25,4079.11,4067.23,4068.31,4074.25,4079.11,4067.23,4068.31,0,0,4077.1061342655994,4084.7153224390963,4078.231126952374,0,0,
2026-07-27T10:30:00-04:00,4068.36,4077.43,4065.4,4076.25,4068.36,4077.43,4065.4,4076.25,0,0,4076.8207561770664,4083.5059906620827,4078.191896715693,0,0,
2026-07-27T11:00:00-04:00,4076.23,4079.33,4071.9,4076.51,4076.23,4079.33,4071.9,4076.51,0,0,4076.717170784711,4082.5065634246425,4078.158591830234,0,0,
