time,open,high,low,close,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),Bullish Directional Shift,Bearish Directional Shift,Fast EMA,Slow EMA,Trend EMA,Long Signal,Short Signal,Bars In Trade
2026-05-25T20:00:00-04:00,4559.68,4560.15,4539.65,4549.68,4559.68,4560.15,4539.65,4549.68,0,0,4561.391798088419,4563.443102839195,4546.170100193279,0,0,
2026-05-25T21:00:00-04:00,4549.67,4550.25,4527.69,4537.05,4549.67,4550.25,4527.69,4537.05,0,0,4553.27786539228,4559.672659576452,4545.989504149848,0,0,
2026-05-25T22:00:00-04:00,4537.06,4539.6,4530.1,4532.28,4537.06,4539.6,4530.1,4532.28,0,0,4546.278576928186,4555.759422494102,4545.718028820148,0,0,
2026-05-25T23:00:00-04:00,4532.27,4545.44,4532.13,4542.4,4532.27,4545.44,4532.13,4542.4,0,0,4544.985717952124,4553.850933566373,4545.652325279155,0,0,
2026-05-26T00:00:00-04:00,4542.4,4543.23,4523.54,4525.51,4542.4,4543.23,4523.54,4525.51,0,0,4538.493811968083,4549.8022287711765,4545.253467352835,0,0,
2026-05-26T01:00:00-04:00,4525.51,4535.11,4523.03,4527.31,4525.51,4535.11,4523.03,4527.31,0,0,4534.765874645389,4546.589053232437,4544.89815116763,0,0,
2026-05-26T02:00:00-04:00,4527.29,4536.23,4527.07,4531.07,4527.29,4536.23,4527.07,4531.07,0,0,4533.5339164302595,4544.372045627803,4544.624326392033,0,0,
2026-05-26T03:00:00-04:00,4531.14,4539.03,4521.74,4538.26,4531.14,4539.03,4521.74,4538.26,0,0,4535.109277620173,4543.498896252403,4544.498300126845,0,0,
2026-05-26T04:00:00-04:00,4538.29,4538.81,4520.21,4523.82,4538.29,4538.81,4520.21,4523.82,0,0,4531.346185080115,4540.687625359203,4544.088828837204,0,0,
2026-05-26T05:00:00-04:00,4523.82,4526.49,4512.14,4522.74,4523.82,4526.49,4512.14,4522.74,0,0,4528.477456720077,4538.123678879317,4543.66607975132,0,0,
2026-05-26T06:00:00-04:00,4522.74,4540.56,4519.46,4534.54,4522.74,4540.56,4519.46,4534.54,0,0,4530.498304480051,4537.6117247537,4543.485365300799,0,0,
2026-05-26T07:00:00-04:00,4534.61,4536.27,4503.9,4507.24,4534.61,4536.27,4503.9,4507.24,0,0,4522.745536320034,4533.272906931743,4542.767635294842,0,0,
