tf,sl_mode,sl_value,tp_r,barsN,buf_atr,trail,cost_preset,n_trades,n_long,n_short,win_rate,gross_pnl,total_cost,net_pnl,cost_to_gross_ratio,profit_factor_net,expectancy_R,max_drawdown_net,avg_bars_held,exit_tp,exit_sl,exit_trail,exit_end,same_bar_exit_share,avg_net_per_trade
1,pct,0.1,1.0,3,0.5,off,none,22,12,10,0.6818181818181818,679.8273199999967,0.0,679.8273199999967,0.0,2.1415923306885665,0.3636363636363618,171.0917199999967,8.318181818181818,0.6818181818181818,0.3181818181818182,0.0,0.0,0.045454545454545456,30.901241818181667
1,pct,0.1,1.0,3,0.5,off,exchange,22,12,10,0.36363636363636365,721.8133200000011,1928.50180413,-1206.6884841299993,1.02315971124034,0.0002813806860054285,-0.6447296098895153,1206.7306060550036,8.318181818181818,0.6818181818181818,0.3181818181818182,0.0,0.0,0.045454545454545456,-54.84947655136361
1,pct,0.1,1.0,3,0.5,off,cfd_std,22,13,9,0.5454545454545454,464.48916999997164,432.0,32.48916999997164,0.22757541286828803,1.032920716479254,0.0188050372041168,424.76893000000564,8.545454545454545,0.5454545454545454,0.45454545454545453,0.0,0.0,0.0,1.4767804545441654
1,pct,0.1,1.0,3,0.5,off,cfd_raw,21,12,9,0.6190476190476191,590.2100899999787,358.0,232.21008999997866,0.1961591565918981,1.2926700910603983,0.1316762124148333,339.5237100000086,9.142857142857142,0.6190476190476191,0.38095238095238093,0.0,0.0,0.0,11.057623333332318
1,pct,0.1,1.0,3,0.5,bar,none,26,15,11,0.7307692307692307,977.2954453815037,0.0,977.2954453815037,0.0,3.6986152624095485,0.4412451660049761,167.88177000000724,5.576923076923077,0.5769230769230769,0.15384615384615385,0.2692307692307692,0.0,0.038461538461538464,37.58828636082706
1,pct,0.1,1.0,3,0.5,bar,exchange,26,15,11,0.3076923076923077,1013.2874453815311,2287.614669632174,-1274.3272242506432,1.3287805941119086,0.0002664314827400814,-0.5757550640565069,1274.3693461756484,5.653846153846154,0.5769230769230769,0.15384615384615385,0.2692307692307692,0.0,0.038461538461538464,-49.01258554810166
1,pct,0.1,1.0,3,0.5,bar,cfd_std,25,15,10,0.6,760.6997546154744,513.0,247.69975461547438,0.29072032317785595,1.3234437964023267,0.11669508798819629,224.24086118621926,6.44,0.48,0.28,0.24,0.0,0.04,9.907990184618974
1,pct,0.1,1.0,3,0.5,bar,cfd_raw,26,15,11,0.6538461538461539,990.6348069881496,460.0,530.6348069881496,0.25759631283579015,1.9002489001383471,0.240144082653036,195.88177000000724,5.730769230769231,0.5384615384615384,0.19230769230769232,0.2692307692307692,0.0,0.038461538461538464,20.409031038005757
1,pct,0.1,1.0,3,0.5,tick,none,27,16,11,0.7407407407407407,867.0829123726435,0.0,867.0829123726435,0.0,3.346168916185312,0.3766784074408948,167.88177000000724,5.2592592592592595,0.48148148148148145,0.14814814814814814,0.37037037037037035,0.0,0.037037037037037035,32.11418193972754
1,pct,0.1,1.0,3,0.5,tick,exchange,26,15,11,0.2692307692307692,966.7791926821228,2289.6884777081364,-1322.9092850260135,1.3740718629786999,0.0002247750128733663,-0.5982567010230612,1322.9514069510187,5.576923076923077,0.5384615384615384,0.15384615384615385,0.3076923076923077,0.0,0.038461538461538464,-50.881126347154364
1,pct,0.1,1.0,3,0.5,tick,cfd_std,26,15,11,0.6153846153846154,976.124990103679,540.0,436.124990103679,0.31514965880626566,1.7096672159350776,0.19655539422741894,194.88177000000724,5.6923076923076925,0.46153846153846156,0.19230769230769232,0.34615384615384615,0.0,0.038461538461538464,16.77403808091073
1,pct,0.1,1.0,3,0.5,tick,cfd_raw,26,15,11,0.6153846153846154,953.0140411651664,468.0,485.0140411651664,0.26814448926198753,1.8192360611608038,0.21886915978397697,195.88177000000724,5.653846153846154,0.5,0.19230769230769232,0.3076923076923077,0.0,0.038461538461538464,18.654386198660248
1,pct,0.1,1.0,3,1.0,off,none,12,7,5,0.5833333333333334,169.12369000000763,0.0,169.12369000000763,0.0,1.3971507637541531,0.16666666666667398,171.80931999998575,6.416666666666667,0.5833333333333334,0.4166666666666667,0.0,0.0,0.0,14.09364083333397
1,pct,0.1,1.0,3,1.0,off,exchange,12,7,5,0.3333333333333333,193.11568999999145,1054.638305165,-861.5226151650086,1.0291033992140788,0.00019715128099749953,-0.8429610459057177,861.5647370900115,6.416666666666667,0.5833333333333334,0.4166666666666667,0.0,0.0,0.0,-71.79355126375071
1,pct,0.1,1.0,3,1.0,off,cfd_std,13,8,5,0.46153846153846156,89.89826999999059,270.0,-180.1017300000094,0.24690398632795535,0.739293622203251,-0.1623057937388628,312.0700399999914,5.615384615384615,0.46153846153846156,0.5384615384615384,0.0,0.0,0.0,-13.853979230769955
1,pct,0.1,1.0,3,1.0,off,cfd_raw,12,7,5,0.5833333333333334,265.0916900000011,208.0,57.09169000000111,0.20061249115412114,1.1151351934332991,0.056954040674589416,219.84131999999227,6.416666666666667,0.5833333333333334,0.4166666666666667,0.0,0.0,0.0,4.757640833333426
1,pct,0.1,1.0,3,1.0,bar,none,13,8,5,0.6923076923076923,189.82996227469994,0.0,189.82996227469994,0.0,1.558412764497309,0.17198975369089645,86.19322000000102,3.6153846153846154,0.46153846153846156,0.3076923076923077,0.23076923076923078,0.0,0.0,14.602304790361533
1,pct,0.1,1.0,3,1.0,bar,exchange,13,8,5,0.3076923076923077,209.8219622746983,1146.8388783011374,-937.016916026439,1.3125913939355747,0.00018126992401945014,-0.8458669631746608,937.0590379514324,3.6153846153846154,0.46153846153846156,0.3076923076923077,0.23076923076923078,0.0,0.0,-72.07822430972608
1,pct,0.1,1.0,3,1.0,bar,cfd_std,13,8,5,0.38461538461538464,156.31126227468485,283.5,-127.18873772531515,0.3259665422634075,0.7697864179065078,-0.11568075540319125,173.72939772529935,4.0,0.38461538461538464,0.38461538461538464,0.23076923076923078,0.0,0.0,-9.783749055793473
1,pct,0.1,1.0,3,1.0,bar,cfd_raw,13,8,5,0.46153846153846156,269.7979622746934,238.0,31.79796227469342,0.2687075912116263,1.0719837410419413,0.029508974878866792,165.71289772530145,3.6153846153846154,0.46153846153846156,0.3076923076923077,0.23076923076923078,0.0,0.0,2.44599709805334
1,pct,0.1,1.0,3,1.0,tick,none,13,8,5,0.6923076923076923,208.60996227468422,0.0,208.60996227468422,0.0,1.6136568976762173,0.1888120752596296,86.19322000000102,3.6153846153846154,0.46153846153846156,0.3076923076923077,0.23076923076923078,0.0,0.0,16.04692017497571
1,pct,0.1,1.0,3,1.0,tick,exchange,13,8,5,0.3076923076923077,228.6019622746826,1146.8482683011375,-918.2463060264547,1.2849823807267986,0.00018497472265677922,-0.829053052766712,918.2884279514547,3.6153846153846154,0.46153846153846156,0.3076923076923077,0.23076923076923078,0.0,0.0,-70.63433123280421
1,pct,0.1,1.0,3,1.0,tick,cfd_std,13,8,5,0.5384615384615384,273.1944112131896,283.5,-10.305588786810404,0.3354475358136782,0.9766271468666786,-0.00928255475918162,154.94939772531507,3.6923076923076925,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.0,0.0,-0.7927375989854156
1,pct,0.1,1.0,3,1.0,tick,cfd_raw,13,8,5,0.5384615384615384,288.5779622746777,238.0,50.5779622746777,0.26312846232442916,1.1168324299095893,0.046331296447599965,146.93289772531716,3.6153846153846154,0.46153846153846156,0.3076923076923077,0.23076923076923078,0.0,0.0,3.8906124826675157
1,pct,0.1,1.0,3,2.0,off,none,1,1,0,0.0,-84.47551000000385,0.0,-84.47551000000385,0.0,0.0,-1.0000000000000455,84.47551000000385,1.0,0.0,1.0,0.0,0.0,0.0,-84.47551000000385
1,pct,0.1,1.0,3,2.0,off,exchange,1,1,0,0.0,-82.47750999999698,88.43427124499999,-170.91178124499697,1.0722228549940853,0.0,-2.0232110021590515,170.91178124499856,1.0,0.0,1.0,0.0,0.0,0.0,-170.91178124499697
1,pct,0.1,1.0,3,2.0,off,cfd_std,1,1,0,0.0,-70.98901000000478,27.0,-97.98901000000478,0.3803405625743785,0.0,-1.1599694396636941,97.98901000000478,1.0,0.0,1.0,0.0,0.0,0.0,-97.98901000000478
1,pct,0.1,1.0,3,2.0,off,cfd_raw,1,1,0,0.0,-76.48351000000548,22.0,-98.48351000000548,0.2876437025444887,0.0,-1.1658232072230814,98.48351000000548,1.0,0.0,1.0,0.0,0.0,0.0,-98.48351000000548
1,pct,0.1,1.0,3,2.0,bar,none,1,1,0,0.0,-84.47551000000385,0.0,-84.47551000000385,0.0,0.0,-1.0000000000000455,84.47551000000385,1.0,0.0,1.0,0.0,0.0,0.0,-84.47551000000385
1,pct,0.1,1.0,3,2.0,bar,exchange,1,1,0,0.0,-82.47750999999698,88.43427124499999,-170.91178124499697,1.0722228549940853,0.0,-2.0232110021590515,170.91178124499856,1.0,0.0,1.0,0.0,0.0,0.0,-170.91178124499697
1,pct,0.1,1.0,3,2.0,bar,cfd_std,1,1,0,0.0,-70.98901000000478,27.0,-97.98901000000478,0.3803405625743785,0.0,-1.1599694396636941,97.98901000000478,1.0,0.0,1.0,0.0,0.0,0.0,-97.98901000000478
1,pct,0.1,1.0,3,2.0,bar,cfd_raw,1,1,0,0.0,-76.48351000000548,22.0,-98.48351000000548,0.2876437025444887,0.0,-1.1658232072230814,98.48351000000548,1.0,0.0,1.0,0.0,0.0,0.0,-98.48351000000548
1,pct,0.1,1.0,3,2.0,tick,none,1,1,0,0.0,-84.47551000000385,0.0,-84.47551000000385,0.0,0.0,-1.0000000000000455,84.47551000000385,1.0,0.0,1.0,0.0,0.0,0.0,-84.47551000000385
