tf,sl_mode,sl_value,tp_r,barsN,buf_atr,trail,cost_preset,n_trades,n_long,n_short,win_rate,gross_pnl,total_cost,net_pnl,cost_to_gross_ratio,profit_factor_net,expectancy_R,max_drawdown_net,avg_bars_held,exit_tp,exit_sl,exit_trail,exit_end,same_bar_exit_share,avg_net_per_trade
30,pct,0.1,1.0,3,0.5,off,none,38,26,12,0.7894736842105263,1760.793549999973,0.0,1760.793549999973,0.0,3.7823876649134887,0.5789473684210432,160.74947999999858,0.6052631578947368,0.7894736842105263,0.21052631578947367,0.0,0.0,0.7105263157894737,46.336672368420345
30,pct,0.1,1.0,3,0.5,off,exchange,38,26,12,0.0,1782.8035499999678,3118.8994781150004,-1336.0959281150322,1.0298569164707083,0.0,-0.44447323694708796,1336.095928115028,0.6052631578947368,0.7894736842105263,0.21052631578947367,0.0,0.0,0.7105263157894737,-35.1604191609219
30,pct,0.1,1.0,3,0.5,off,cfd_std,38,26,12,0.7368421052631579,1575.7998599999846,648.0,927.7998599999846,0.21641819208651103,1.9475065077765286,0.30507853586095895,236.0640899999853,0.3157894736842105,0.7368421052631579,0.2631578947368421,0.0,0.0,0.7105263157894737,24.41578578947328
30,pct,0.1,1.0,3,0.5,off,cfd_raw,38,26,12,0.7368421052631579,1520.788859999986,612.0,908.788859999986,0.20364904481277474,1.9444998613943951,0.2989844086569083,239.0750899999839,0.3157894736842105,0.7368421052631579,0.2631578947368421,0.0,0.0,0.7105263157894737,23.915496315789106
30,pct,0.1,1.0,3,0.5,bar,none,38,26,12,0.7894736842105263,1760.793549999973,0.0,1760.793549999973,0.0,3.7823876649134887,0.5789473684210432,160.74947999999858,0.6052631578947368,0.7894736842105263,0.21052631578947367,0.0,0.0,0.7105263157894737,46.336672368420345
30,pct,0.1,1.0,3,0.5,bar,exchange,38,26,12,0.0,1782.8035499999678,3118.8994781150004,-1336.0959281150322,1.0298569164707083,0.0,-0.44447323694708796,1336.095928115028,0.6052631578947368,0.7894736842105263,0.21052631578947367,0.0,0.0,0.7105263157894737,-35.1604191609219
30,pct,0.1,1.0,3,0.5,bar,cfd_std,38,26,12,0.7368421052631579,1575.7998599999846,648.0,927.7998599999846,0.21641819208651103,1.9475065077765286,0.30507853586095895,236.0640899999853,0.3157894736842105,0.7368421052631579,0.2631578947368421,0.0,0.0,0.7105263157894737,24.41578578947328
30,pct,0.1,1.0,3,0.5,bar,cfd_raw,38,26,12,0.7368421052631579,1520.788859999986,612.0,908.788859999986,0.20364904481277474,1.9444998613943951,0.2989844086569083,239.0750899999839,0.3157894736842105,0.7368421052631579,0.2631578947368421,0.0,0.0,0.7105263157894737,23.915496315789106
30,pct,0.1,1.0,3,0.5,tick,none,38,26,12,0.7894736842105263,1760.793549999973,0.0,1760.793549999973,0.0,3.7823876649134887,0.5789473684210432,160.74947999999858,0.6052631578947368,0.7894736842105263,0.21052631578947367,0.0,0.0,0.7105263157894737,46.336672368420345
30,pct,0.1,1.0,3,0.5,tick,exchange,38,26,12,0.0,1782.8035499999678,3118.8994781150004,-1336.0959281150322,1.0298569164707083,0.0,-0.44447323694708796,1336.095928115028,0.6052631578947368,0.7894736842105263,0.21052631578947367,0.0,0.0,0.7105263157894737,-35.1604191609219
30,pct,0.1,1.0,3,0.5,tick,cfd_std,38,26,12,0.7368421052631579,1575.7998599999846,648.0,927.7998599999846,0.21641819208651103,1.9475065077765286,0.30507853586095895,236.0640899999853,0.3157894736842105,0.7368421052631579,0.2631578947368421,0.0,0.0,0.7105263157894737,24.41578578947328
30,pct,0.1,1.0,3,0.5,tick,cfd_raw,38,26,12,0.7368421052631579,1520.788859999986,612.0,908.788859999986,0.20364904481277474,1.9444998613943951,0.2989844086569083,239.0750899999839,0.3157894736842105,0.7368421052631579,0.2631578947368421,0.0,0.0,0.7105263157894737,23.915496315789106
30,pct,0.1,1.0,3,1.0,off,none,16,9,7,0.875,936.8170799999643,0.0,936.8170799999643,0.0,6.8818208775841985,0.7499999999999709,81.443299999999,0.125,0.875,0.125,0.0,0.0,0.875,58.55106749999777
30,pct,0.1,1.0,3,1.0,off,exchange,16,9,7,0.0,940.8170799999498,1291.29381858,-350.47673858005027,1.0286180045735027,0.0,-0.2756309512992225,350.47673858005146,0.125,0.875,0.125,0.0,0.0,0.875,-21.90479616125314
30,pct,0.1,1.0,3,1.0,off,cfd_std,16,9,7,0.8125,791.142699999953,256.5,534.642699999953,0.20880978665827193,2.7843787547056777,0.441784386075714,194.79399000000558,0.125,0.8125,0.1875,0.0,0.0,0.875,33.415168749997065
30,pct,0.1,1.0,3,1.0,off,cfd_raw,16,9,7,0.8125,780.1536999999516,248.0,532.1536999999516,0.20010009846054833,2.800170154898228,0.43982576402151935,195.78299000000698,0.125,0.8125,0.1875,0.0,0.0,0.875,33.25960624999698
30,pct,0.1,1.0,3,1.0,bar,none,16,9,7,0.875,936.8170799999643,0.0,936.8170799999643,0.0,6.8818208775841985,0.7499999999999709,81.443299999999,0.125,0.875,0.125,0.0,0.0,0.875,58.55106749999777
30,pct,0.1,1.0,3,1.0,bar,exchange,16,9,7,0.0,940.8170799999498,1291.29381858,-350.47673858005027,1.0286180045735027,0.0,-0.2756309512992225,350.47673858005146,0.125,0.875,0.125,0.0,0.0,0.875,-21.90479616125314
30,pct,0.1,1.0,3,1.0,bar,cfd_std,16,9,7,0.8125,791.142699999953,256.5,534.642699999953,0.20880978665827193,2.7843787547056777,0.441784386075714,194.79399000000558,0.125,0.8125,0.1875,0.0,0.0,0.875,33.415168749997065
30,pct,0.1,1.0,3,1.0,bar,cfd_raw,16,9,7,0.8125,780.1536999999516,248.0,532.1536999999516,0.20010009846054833,2.800170154898228,0.43982576402151935,195.78299000000698,0.125,0.8125,0.1875,0.0,0.0,0.875,33.25960624999698
30,pct,0.1,1.0,3,1.0,tick,none,16,9,7,0.875,936.8170799999643,0.0,936.8170799999643,0.0,6.8818208775841985,0.7499999999999709,81.443299999999,0.125,0.875,0.125,0.0,0.0,0.875,58.55106749999777
30,pct,0.1,1.0,3,1.0,tick,exchange,16,9,7,0.0,940.8170799999498,1291.29381858,-350.47673858005027,1.0286180045735027,0.0,-0.2756309512992225,350.47673858005146,0.125,0.875,0.125,0.0,0.0,0.875,-21.90479616125314
