tf,sl_mode,sl_value,tp_r,barsN,buf_atr,trail,cost_preset,n_trades,n_long,n_short,win_rate,gross_pnl,total_cost,net_pnl,cost_to_gross_ratio,profit_factor_net,expectancy_R,max_drawdown_net,avg_bars_held,exit_tp,exit_sl,exit_trail,exit_end,same_bar_exit_share,avg_net_per_trade
60,pct,0.1,1.0,3,0.5,off,none,45,22,23,0.7777777777777778,1972.8794799999596,0.0,1972.8794799999596,0.0,3.5223823391458327,0.5555555555555436,232.61978000000818,0.17777777777777778,0.7777777777777778,0.2222222222222222,0.0,0.0,0.8222222222222222,43.841766222221324
60,pct,0.1,1.0,3,0.5,off,exchange,45,22,23,0.044444444444444446,1988.8462599999766,3647.13909199,-1658.2928319900232,1.0322460203707111,4.804651516920616e-05,-0.4711264991592081,1658.2928319900238,0.17777777777777778,0.7777777777777778,0.2222222222222222,0.0,0.0,0.8222222222222222,-36.85095182200052
60,pct,0.1,1.0,3,0.5,off,cfd_std,45,22,23,0.7555555555555555,1885.4152999999496,756.0,1129.4152999999496,0.21563398902799877,2.0200065883187666,0.3211021627469469,325.14700000001176,0.17777777777777778,0.7555555555555555,0.24444444444444444,0.0,0.0,0.8222222222222222,25.098117777776658
60,pct,0.1,1.0,3,0.5,off,cfd_raw,45,22,23,0.7555555555555555,1852.4372999999614,718.0,1134.4372999999614,0.20415470172259242,2.056025554531311,0.32260963150137334,316.6469999999972,0.17777777777777778,0.7555555555555555,0.24444444444444444,0.0,0.0,0.8222222222222222,25.20971777777692
60,pct,0.1,1.0,3,0.5,bar,none,45,22,23,0.7777777777777778,1972.8794799999596,0.0,1972.8794799999596,0.0,3.5223823391458327,0.5555555555555436,232.61978000000818,0.17777777777777778,0.7777777777777778,0.2222222222222222,0.0,0.0,0.8222222222222222,43.841766222221324
60,pct,0.1,1.0,3,0.5,bar,exchange,45,22,23,0.044444444444444446,1988.8462599999766,3647.13909199,-1658.2928319900232,1.0322460203707111,4.804651516920616e-05,-0.4711264991592081,1658.2928319900238,0.17777777777777778,0.7777777777777778,0.2222222222222222,0.0,0.0,0.8222222222222222,-36.85095182200052
60,pct,0.1,1.0,3,0.5,bar,cfd_std,45,22,23,0.7555555555555555,1885.4152999999496,756.0,1129.4152999999496,0.21563398902799877,2.0200065883187666,0.3211021627469469,325.14700000001176,0.17777777777777778,0.7555555555555555,0.24444444444444444,0.0,0.0,0.8222222222222222,25.098117777776658
60,pct,0.1,1.0,3,0.5,bar,cfd_raw,45,22,23,0.7555555555555555,1852.4372999999614,718.0,1134.4372999999614,0.20415470172259242,2.056025554531311,0.32260963150137334,316.6469999999972,0.17777777777777778,0.7555555555555555,0.24444444444444444,0.0,0.0,0.8222222222222222,25.20971777777692
60,pct,0.1,1.0,3,0.5,tick,none,45,22,23,0.7777777777777778,1972.8794799999596,0.0,1972.8794799999596,0.0,3.5223823391458327,0.5555555555555436,232.61978000000818,0.17777777777777778,0.7777777777777778,0.2222222222222222,0.0,0.0,0.8222222222222222,43.841766222221324
60,pct,0.1,1.0,3,0.5,tick,exchange,45,22,23,0.044444444444444446,1988.8462599999766,3647.13909199,-1658.2928319900232,1.0322460203707111,4.804651516920616e-05,-0.4711264991592081,1658.2928319900238,0.17777777777777778,0.7777777777777778,0.2222222222222222,0.0,0.0,0.8222222222222222,-36.85095182200052
