time,open,high,low,close,Swing High,Swing Low,Trail,Fast,Slow
2026-09-23T19:11:30-04:00,84536.47,84536.48,84535.14,84535.14,84576.88,84518.2,,47.809844623624315,48.73768316819082
2026-09-23T19:12:00-04:00,84535.13,84535.14,84526.98,84529.86,84576.88,84518.2,,47.188505113215186,48.50408399529288
2026-09-23T19:12:30-04:00,84530.28,84545.19,84530.28,84544.45,84576.88,84518.2,,48.79200504226372,48.66221675674402
2026-09-23T19:13:00-04:00,84544.44,84544.45,84533.59,84533.65,84555.91,84518.2,,49.48484946661061,48.47912122660307
2026-09-23T19:13:30-04:00,84533.66,84534.38,84533.57,84534.35,84555.91,84518.2,,47.90393931359303,47.909335823393135
2026-09-23T19:14:00-04:00,84534.36,84534.36,84500.59,84500.94,84555.91,84518.2,84528.73852767586,43.41734430416034,46.83167573365692
2026-09-23T19:14:30-04:00,84501.54,84502.07,84494.52,84494.52,84555.91,84518.2,84521.3575614133,38.069095292401954,45.35849088230567
2026-09-23T19:15:00-04:00,84494.56,84496.09,84494.55,84496.07,84555.91,84518.2,84521.2036641695,37.63612293045342,43.92489810703667
2026-09-23T19:15:30-04:00,84496.08,84512.23,84496.07,84512.22,84555.91,84518.2,84521.2036641695,41.027086471963585,43.598085556233784
2026-09-23T19:16:00-04:00,84512.23,84515.9,84502.47,84503.25,84555.91,84518.2,84521.2036641695,42.87275658655122,42.23368426254738
2026-09-23T19:16:30-04:00,84503.26,84505.35,84493.75,84493.75,84555.91,84518.2,84519.03118446807,40.3836970711582,40.99775630039023
2026-09-23T19:17:00-04:00,84493.76,84493.76,84493.75,84493.76,84555.91,84518.2,84517.23674272034,39.13392094313875,39.72796472813187
2026-09-23T19:17:30-04:00,84493.75,84493.76,84493.75,84493.76,84555.91,84518.2,84515.56118966888,39.13599542587569,39.77451376373748
2026-09-23T19:18:00-04:00,84493.75,84493.76,84490.37,84493.76,84555.91,84518.2,84514.46403326397,39.13599542587569,40.03279333769579
2026-09-23T19:18:30-04:00,84490.38,84490.38,84477.07,84477.27,84555.91,84518.2,84498.76024517369,36.727095060761165,39.514791515253975
2026-09-23T19:19:00-04:00,84477.26,84477.27,84476.51,84476.51,84555.91,84518.2,84496.56837051842,34.213987193196374,38.0861935437623
2026-09-23T19:19:30-04:00,84476.52,84476.52,84476.51,84476.51,84555.91,84518.2,84495.13698690996,34.109779690746095,37.01108383073822
2026-09-23T19:20:00-04:00,84476.52,84476.52,84476.51,84476.52,84555.91,84518.2,84493.81784498783,34.112832579941184,36.294517974843146
2026-09-23T19:20:30-04:00,84476.51,84476.52,84471.39,84471.4,84555.91,84518.2,84488.15849891726,33.286684916859656,35.340444966087055
2026-09-23T19:21:00-04:00,84471.39,84471.4,84471.39,84471.4,84555.91,84518.2,84486.96282042317,32.45748436458305,34.386371957330965
2026-09-23T19:21:30-04:00,84471.39,84471.4,84455.84,84455.85,84555.91,84518.2,84472.41290467867,30.08497515716252,32.75443917502615
2026-09-23T19:22:00-04:00,84455.84,84455.84,84449.92,84449.92,84555.91,84518.2,84466.10462577305,26.927672367967265,31.586536902246994
2026-09-23T19:22:30-04:00,84449.15,84449.15,84449.14,84449.14,84555.91,84518.2,84464.27443821782,26.038841780074154,30.418683342705517
2026-09-23T19:23:00-04:00,84449.15,84458.1,84449.14,84458.09,84555.91,84518.2,84464.27443821782,29.25085183311207,30.198271800065843
2026-09-23T19:23:30-04:00,84458.1,84462.58,84458.09,84462.57,84555.91,84518.2,84464.27443821782,34.119451062239165,30.420574337647796
2026-09-23T19:24:00-04:00,84462.57,84463.58,84459.56,84459.57,84555.91,84518.2,84464.27443821782,35.09875713090628,30.716006718364874
2026-09-23T19:24:30-04:00,84459.56,84459.57,84459.56,84459.57,84555.91,84518.2,84464.27443821782,34.52551102960261,31.011439099081958
2026-09-23T19:25:00-04:00,84459.57,84459.57,84458.45,84458.45,84555.91,84518.2,84464.27443821782,34.288582178211,31.917037295807297
2026-09-23T19:25:30-04:00,84458.46,84458.46,84458.45,84458.45,84555.91,84449.14,84464.27443821782,34.05165332681938,33.04686223018256
2026-09-23T19:26:00-04:00,84458.46,84458.47,84458.45,84458.47,84555.91,84449.14,84464.27443821782,34.06102332826994,34.209089166720375
2026-09-23T19:26:30-04:00,84458.46,84458.47,84458.46,84458.46,84555.91,84449.14,84464.27443821782,34.067787169364166,34.42312946911173
2026-09-23T19:27:00-04:00,84458.47,84471.97,84458.46,84471.9,84555.91,84449.14,,40.041777113637465,35.90118232426275
2026-09-23T19:27:30-04:00,84471.91,84471.97,84471.9,84471.97,84555.91,84449.14,,46.045790672586875,37.55085333816333
2026-09-23T19:28:00-04:00,84471.96,84484.34,84471.96,84484.34,84555.91,84449.14,,50.441248794406576,40.44853597134959
2026-09-23T19:28:30-04:00,84481.31,84481.31,84480.53,84480.54,84555.91,84449.14,,53.415292484262515,43.0156277113209
2026-09-23T19:29:00-04:00,84480.53,84480.54,84480.53,84480.53,84555.91,84449.14,,52.017546404175135,45.58164827916553
2026-09-23T19:29:30-04:00,84480.54,84480.54,84480.52,84480.54,84555.91,84449.14,,52.01752104562273,48.146055630564554
2026-09-23T19:30:00-04:00,84480.53,84497.63,84480.53,84497.63,84555.91,84449.14,,57.35115034219814,52.23403775711809
2026-09-23T19:30:30-04:00,84497.62,84513.17,84495.7,84513.16,84555.91,84449.14,,66.01356104161924,55.566565324273654
2026-09-23T19:31:00-04:00,84511.46,84511.46,84499.19,84499.19,84555.91,84449.14,,64.23195966863061,57.43008604170203
2026-09-23T19:31:30-04:00,84499.2,84499.2,84465.52,84466.88,84555.91,84449.14,,51.17629132481813,55.77657747581981
2026-09-23T19:32:00-04:00,84467.24,84468.04,84467.24,84468,84555.91,84449.14,,43.51656885236147,54.6018792897303
2026-09-23T19:32:30-04:00,84467.99,84467.99,84455,84455.01,84555.91,84449.14,,41.38197175415658,52.73784186152879
2026-09-23T19:33:00-04:00,84455,84479.58,84455,84479.58,84513.17,84449.14,,44.56595129471799,52.47285936090038
2026-09-23T19:33:30-04:00,84479.54,84479.54,84476.19,84476.2,84513.17,84449.14,,49.50246487323052,50.49536029896662
2026-09-23T19:34:00-04:00,84476.19,84500.43,84476.19,84500.4,84513.17,84449.14,,53.17428594512581,48.80449504761655
2026-09-23T19:34:30-04:00,84496.4,84496.41,84493.36,84493.38,84513.17,84449.14,,56.06403206130973,48.16166669687493
2026-09-23T19:35:00-04:00,84493.37,84493.38,84493.34,84493.38,84513.17,84449.14,,54.61805469371406,49.78785601015824
2026-09-23T19:35:30-04:00,84501.73,84509.06,84499.84,84509.05,84513.17,84455,,57.23174554720585,52.080288609687614
2026-09-23T19:36:00-04:00,84509,84509.04,84505.83,84505.98,84513.17,84455,,59.1354862137032,54.86028871288585
2026-09-23T19:36:30-04:00,84505.84,84505.84,84501.56,84503.78,84513.17,84455,,57.900259019761464,55.890090816842886
2026-09-23T19:37:00-04:00,84503.85,84507.73,84486.02,84487.3,84513.17,84455,,53.7408488821084,56.07125557256524
2026-09-23T19:37:30-04:00,84476.01,84487.3,84474,84487.29,84513.17,84455,,50.104641956825354,55.01304967732847
2026-09-23T19:38:00-04:00,84487.3,84487.3,84477.15,84487.13,84509.06,84455,,50.06688893283183,54.35778610728583
2026-09-23T19:38:30-04:00,84497.56,84497.56,84489.94,84492.22,84509.06,84455,,51.19358542872607,54.0346298873319
2026-09-23T19:39:00-04:00,84500.15,84513.61,84500.15,84513.61,84509.06,84455,84429.39609000001,56.49930710815976,54.1485179818441
2026-09-23T19:39:30-04:00,84513.6,84513.9,84513.6,84513.85,84509.06,84455,84429.39609000001,60.683923759964344,54.47704061483508
2026-09-23T19:40:00-04:00,84513.84,84513.9,84509.67,84509.67,84509.06,84474,84429.39609000001,59.576039873493514,54.627312511481826
2026-09-23T19:40:30-04:00,84500.16,84500.16,84462.63,84462.63,84509.06,84474,84429.39609000001,49.24067784922616,53.19127746258301
2026-09-23T19:41:00-04:00,84462.64,84469,84462.63,84469,84509.06,84474,84429.39609000001,41.3686799174849,52.131323357384545
2026-09-23T19:41:30-04:00,84468.99,84481.04,84468.99,84481.04,84509.06,84474,84429.39609000001,45.03109521517335,51.752479257537736
2026-09-23T19:42:00-04:00,84485.92,84485.93,84464.07,84464.08,84509.06,84474,84429.39609000001,44.76025621327308,50.29322929582655
2026-09-23T19:42:30-04:00,84467.96,84469.92,84449.91,84449.91,84513.9,84474,84429.39609000001,40.234852334099564,47.105492179234815
2026-09-23T19:43:00-04:00,84449.9,84449.91,84440,84441.93,84513.9,84474,84429.39609000001,37.33162519073311,43.62114399033191
2026-09-23T19:43:30-04:00,84441.92,84445.76,84441.92,84445.75,84513.9,84474,84429.39609000001,37.166082317831446,40.70264716333137
2026-09-23T19:44:00-04:00,84445.76,84457.97,84443.93,84457.96,84513.9,84474,84429.39609000001,40.554407400257915,41.139352433483836
2026-09-23T19:44:30-04:00,84457.97,84467.39,84457.97,84464.66,84513.9,84474,84429.39609000001,44.43337735116657,41.57827500152613
2026-09-23T19:45:00-04:00,84467.76,84481.89,84467.76,84479.59,84513.9,84474,84429.39609000001,48.4768040189614,42.123840663137564
2026-09-23T19:45:30-04:00,84479.6,84479.6,84464.52,84466.53,84513.9,84440,84429.39609000001,48.9874964729415,42.78605793285997
2026-09-23T19:46:00-04:00,84466.8,84466.81,84452.78,84462.04,84513.9,84440,84429.39609000001,46.052069572398466,43.78590273122297
2026-09-23T19:46:30-04:00,84452.79,84452.79,84428.4,84431.78,84513.9,84440,,41.16655714105168,43.88175277580813
2026-09-23T19:47:00-04:00,84431.79,84435.68,84428.41,84435.02,84513.9,84440,,37.65866547320353,43.92664077561499
2026-09-23T19:47:30-04:00,84435.01,84447.78,84426.45,84426.45,84481.89,84440,,37.24350894908489,42.9357817897587
2026-09-23T19:48:00-04:00,84426.46,84426.46,84426.45,84426.46,84481.89,84440,,36.17763028101835,41.56785589842979
2026-09-23T19:48:30-04:00,84426.45,84426.46,84426.45,84426.46,84481.89,84440,,36.17986616285249,39.42237097372758
2026-09-23T19:49:00-04:00,84426.45,84426.46,84426.45,84426.45,84481.89,84440,,36.178396351009425,37.90811300644919
2026-09-23T19:49:30-04:00,84426.46,84434.23,84426.45,84434.23,84481.89,84440,,38.210851568655556,37.182022972658174
2026-09-23T19:50:00-04:00,84434.22,84434.23,84426.45,84426.45,84481.89,84440,,38.9523069603383,37.27547009767394
