time,open,high,low,close,Swing High,Swing Low,Trail,Fast,Signal,Base line,Band A,Band B,Fast,Slow
2026-08-27T05:30:00-04:00,4597.87,4599.36,4577.975,4580.505,4643.21,4600.735,,35.14991259883901,39.199410145765405,46.02790377482903,60.618151106187256,31.4376564434708,36.102036433358485,39.90133251975612
2026-08-27T06:00:00-04:00,4580.53,4583.76,4569.29,4580.5,4643.21,4600.735,,30.672617752157166,37.76052822355178,45.899492529849056,60.788905131053006,31.010079928645105,31.894936709217866,38.54818003393355
2026-08-27T06:30:00-04:00,4580.455,4590.585,4576.23,4590.14,4643.21,4600.735,,35.11780207074333,37.65104508109375,46.07107838853801,60.6758730128375,31.46628376423853,35.92621375379666,38.40257130913795
2026-08-27T07:00:00-04:00,4590.12,4596.99,4587.32,4594.565,4643.21,4600.735,,41.37592355338059,37.95895755354995,46.2114710119909,60.68116962043182,31.741772403549987,41.61862419677371,38.639963824010614
2026-08-27T07:30:00-04:00,4594.645,4600.39,4593.905,4598.34,4643.21,4600.735,,44.679245260240435,38.61295862373718,46.43973639658363,60.74170235789843,32.137770435268834,44.64991001298106,39.196538708488994
2026-08-27T08:00:00-04:00,4598.385,4601.225,4591.8,4595.475,4643.21,4600.735,,45.21538115390203,39.164853133323675,46.65371824033288,60.721575463924204,32.58586101674155,45.14637636685497,39.66113985995619
2026-08-27T08:30:00-04:00,4595.495,4596.775,4580.54,4585.925,4643.21,4569.29,,41.382957403460935,39.004815378883016,46.71453727185999,60.67767701662035,32.75139752709963,41.613712461501436,39.467948692753545
2026-08-27T09:00:00-04:00,4585.985,4593.475,4579.83,4590.195,4643.21,4569.29,,40.32740837366846,40.6441376404178,46.75837046791887,60.67758910624874,32.83915182958901,40.624025231289906,40.953136659365164
2026-08-27T09:30:00-04:00,4590.155,4593.1,4564.27,4572.515,4643.21,4569.29,,37.7244357380002,41.01962051769532,46.61301967274819,60.82767176401287,32.398367581483505,38.14850073202547,41.254681270698576
2026-08-27T10:00:00-04:00,4572.595,4584.265,4568.485,4581.455,4643.21,4569.29,,36.73981176936728,41.10756898288179,46.721028212072646,60.76903057797439,32.6730258461709,37.18638514786615,41.3131856290993
