time,open,high,low,close,Swing High,Swing Low,Trail
2026-08-29T19:00:00-04:00,78226.57,78280.98,78190.53,78232.91,77950.31,77381.63,
2026-08-29T20:00:00-04:00,78232.93,78326.48,78153.71,78183.98,78329.92,77381.63,
2026-08-29T21:00:00-04:00,78183.97,78193.81,77997.03,78082.02,78329.92,77381.63,
2026-08-29T22:00:00-04:00,78082.36,78179.07,78015.08,78106.53,78329.92,77381.63,
2026-08-29T23:00:00-04:00,78106.53,78235.29,78063.33,78146.07,78329.92,77381.63,
2026-08-30T00:00:00-04:00,78146.16,78222.87,78001.64,78112.37,78329.92,77381.63,
2026-08-30T01:00:00-04:00,78112.39,78220.08,78112.39,78133.99,78329.92,77381.63,
2026-08-30T02:00:00-04:00,78133.99,78305.44,78114.26,78283.28,78329.92,77997.03,
2026-08-30T03:00:00-04:00,78283.27,78293.64,78115.13,78116.34,78329.92,77997.03,
2026-08-30T04:00:00-04:00,78117.05,78201.97,78035.74,78077.17,78329.92,77997.03,
2026-08-30T05:00:00-04:00,78077.17,78121.32,77995.22,78005.33,78329.92,77997.03,
2026-08-30T06:00:00-04:00,78005.15,78149.88,77969.78,78148.27,78329.92,77997.03,
2026-08-30T07:00:00-04:00,78148.27,78243.35,78118.91,78168.41,78305.44,77997.03,
2026-08-30T08:00:00-04:00,78168.42,78842.27,78168.42,78777.59,78305.44,77997.03,
2026-08-30T09:00:00-04:00,78778.04,78969.58,78593.37,78862.66,78305.44,77997.03,
2026-08-30T10:00:00-04:00,78862.66,78946.73,78724.17,78784.02,78305.44,77997.03,
2026-08-30T11:00:00-04:00,78784.01,78900.25,78630.13,78824.21,78305.44,77969.78,
2026-08-30T12:00:00-04:00,78823.74,79390.15,78751.91,79332.79,78305.44,77969.78,
2026-08-30T13:00:00-04:00,79333.3,79339.64,78781.47,79020.7,78305.44,77969.78,
2026-08-30T14:00:00-04:00,79020.7,79175.6,78785.51,79037.42,78305.44,77969.78,
2026-08-30T15:00:00-04:00,79037.42,79043.04,78728.29,78860.71,78305.44,77969.78,
2026-08-30T16:00:00-04:00,78860.71,78931.81,78447.4,78597.3,78305.44,77969.78,
2026-08-30T17:00:00-04:00,78597.98,78734.43,78257.62,78657.3,79390.15,77969.78,
2026-08-30T18:00:00-04:00,78657.3,78804.16,78298.91,78428.39,79390.15,77969.78,
2026-08-30T19:00:00-04:00,78428.04,78450.17,77061.57,77695.4,79390.15,77969.78,
2026-08-30T20:00:00-04:00,77694.87,78172.26,77438.14,77932.34,79390.15,77969.78,
2026-08-30T21:00:00-04:00,77932.22,77990.51,77564.93,77638.01,79390.15,77969.78,
2026-08-30T22:00:00-04:00,77637.57,77996.48,77387.28,77469.96,79390.15,77969.78,
2026-08-30T23:00:00-04:00,77469.8,77862.56,77406.95,77753.36,79390.15,77969.78,
2026-08-31T00:00:00-04:00,77753.36,77766.95,77458.59,77620.4,79390.15,77061.57,
2026-08-31T01:00:00-04:00,77620.4,78151.53,77510.63,78013.17,79390.15,77061.57,
2026-08-31T02:00:00-04:00,78014.33,78134.97,77861.94,78084.68,79390.15,77061.57,
2026-08-31T03:00:00-04:00,78084.54,78302.5,78029.1,78192.67,79390.15,77061.57,
2026-08-31T04:00:00-04:00,78192.68,78509.56,77978.7,78466.64,79390.15,77061.57,
2026-08-31T05:00:00-04:00,78466.63,78788.37,78391.4,78513.2,79390.15,77061.57,
2026-08-31T06:00:00-04:00,78513.69,78706.31,78311.96,78704.64,79390.15,77061.57,
2026-08-31T07:00:00-04:00,78703.59,78706.06,78294.69,78310.92,79390.15,77061.57,
2026-08-31T08:00:00-04:00,78311.21,78532.33,77729.83,77922.85,79390.15,77061.57,
2026-08-31T09:00:00-04:00,77922.6,78268.49,77737.99,77852.6,79390.15,77061.57,
2026-08-31T10:00:00-04:00,77851.99,78663.69,77747.5,78571.11,78788.37,77061.57,
2026-08-31T11:00:00-04:00,78571.31,78755.45,78212.54,78575.35,78788.37,77061.57,
2026-08-31T12:00:00-04:00,78575.35,78859.12,78520.12,78638.56,78788.37,77061.57,
2026-08-31T13:00:00-04:00,78639.28,78955.37,78491.48,78894.33,78788.37,77729.83,
2026-08-31T14:00:00-04:00,78894.33,79199.53,78777.73,79014.05,78788.37,77729.83,
2026-08-31T15:00:00-04:00,79014.05,79245.84,78850.15,78885.78,78788.37,77729.83,
2026-08-31T16:00:00-04:00,78885.91,79154.42,78785.55,78855.87,78788.37,77729.83,
2026-08-31T17:00:00-04:00,78856.72,79063.48,78732.05,78956.99,78788.37,77729.83,
2026-08-31T18:00:00-04:00,78957,79010.46,78576.39,78588.69,78788.37,77729.83,
2026-08-31T19:00:00-04:00,78588.69,78588.93,78401.03,78578.3,78788.37,77729.83,
2026-08-31T20:00:00-04:00,78577.84,78870.26,78533.77,78621.39,79245.84,77729.83,
2026-08-31T21:00:00-04:00,78617.71,78768.24,78350.35,78380.96,79245.84,77729.83,
2026-08-31T22:00:00-04:00,78380.97,78429.41,78164.21,78421.71,79245.84,77729.83,
